Wl;L (W m-2 ste-1 nm-1);fwhm
795.6;0.27168434;
795.84;0.27265958;
796.08;0.27374569;
796.32;0.27398527;
796.56;0.2737782;
796.8;0.27409958;
797.04;0.27514499;
797.28;0.27544267;
797.52;0.27418902;
797.76;0.27308088;
798;0.27087593;
798.24;0.26858339;
798.48;0.26698283;
798.72;0.26674786;
798.96;0.26775915;
799.2;0.26821104;
799.44;0.26843991;
799.68;0.26828106;
799.92;0.26791072;
800.16;0.26867397;
800.4;0.26891455;
800.64;0.26847225;
800.88;0.26781269;
801.12;0.26676032;
801.36;0.26623245;
801.6;0.26623515;
801.84;0.26695206;
802.08;0.26754676;
802.32;0.26798697;
802.56;0.26836436;
802.8;0.26735306;
803.04;0.26511584;
803.28;0.26402954;
803.52;0.26499339;
803.76;0.26630484;
804;0.26707525;
804.24;0.26823536;
804.48;0.26960643;
804.72;0.27069492;
804.96;0.27131287;
805.2;0.27090175;
805.44;0.27023572;
805.68;0.26864871;
805.92;0.26782652;
806.16;0.26768403;
806.4;0.26755951;
806.64;0.26790108;
806.88;0.2659432;
807.12;0.26543285;
807.36;0.26577225;
807.6;0.26501521;
807.84;0.26415448;
808.08;0.26312845;
808.32;0.26244084;
808.56;0.26296892;
808.8;0.26368965;
809.04;0.26396579;
809.28;0.26378055;
809.52;0.26325841;
809.76;0.26350843;
810;0.26378227;
810.24;0.26308331;
810.48;0.26180978;
810.72;0.26054749;
810.96;0.26001204;
811.2;0.25936531;
811.44;0.25658698;
811.68;0.25252407;
811.92;0.24942052;
812.16;0.24760417;
812.4;0.24614299;
812.64;0.24478476;
812.88;0.24441615;
813.12;0.24238478;
813.36;0.24010816;
813.6;0.23799844;
813.84;0.23596226;
814.08;0.23611711;
814.32;0.23495511;
814.56;0.2313224;
814.8;0.22778651;
815.04;0.22753093;
815.28;0.22886166;
815.52;0.2316537;
815.76;0.23466346;
816;0.23508951;
816.24;0.23180093;
816.48;0.2297724;
816.72;0.22979198;
816.96;0.23104869;
817.2;0.23299479;
817.44;0.23469897;
817.68;0.23494543;
817.92;0.23381456;
818.16;0.23234228;
818.4;0.23282774;
818.64;0.23797051;
818.88;0.24431512;
819.12;0.24862303;
819.36;0.25053634;
819.6;0.25064983;
819.84;0.24917304;
820.08;0.24687443;
820.32;0.24503572;
820.56;0.24141333;
820.8;0.23476446;
821.04;0.22548133;
821.28;0.21410068;
821.52;0.21063873;
821.76;0.21398168;
822;0.22171589;
822.24;0.23141731;
822.48;0.24033689;
822.72;0.24414941;
822.96;0.24659598;
823.2;0.24952086;
823.44;0.25152035;
823.68;0.25167631;
823.92;0.25051931;
824.16;0.24846358;
824.4;0.24717236;
824.64;0.24773509;
824.88;0.24977846;
825.12;0.25206633;
825.36;0.25221521;
825.6;0.24891479;
825.84;0.24405324;
826.08;0.24000592;
826.32;0.23802207;
826.56;0.23862983;
826.8;0.23973386;
827.04;0.2403036;
827.28;0.23968651;
827.52;0.23972552;
827.76;0.23916033;
828;0.24005444;
828.24;0.24254891;
828.48;0.24280027;
828.72;0.24315086;
828.96;0.24282371;
829.2;0.24299519;
829.44;0.24378039;
829.68;0.24473335;
829.92;0.24420473;
830.16;0.24341769;
830.4;0.24153821;
830.64;0.24039272;
830.88;0.24045043;
831.12;0.24087842;
831.36;0.24048734;
831.6;0.24028997;
831.84;0.23994337;
832.08;0.239479;
832.32;0.24027602;
832.56;0.24255081;
832.8;0.24424048;
833.04;0.24510301;
833.28;0.24648773;
833.52;0.24798133;
833.76;0.24894194;
834;0.24934438;
834.24;0.24880479;
834.48;0.24789336;
834.72;0.24892543;
834.96;0.25034013;
835.2;0.24999172;
835.44;0.25024448;
835.68;0.25047099;
835.92;0.25050027;
836.16;0.25061934;
836.4;0.25023414;
836.64;0.25016252;
836.88;0.2496951;
837.12;0.24883365;
837.36;0.24817328;
837.6;0.24765661;
837.84;0.24942866;
838.08;0.25020798;
838.32;0.25109465;
838.56;0.25091345;
838.8;0.25078248;
839.04;0.25146818;
839.28;0.25185634;
839.52;0.25059471;
839.76;0.2499022;
840;0.2495079;
840.24;0.24945603;
840.48;0.25013105;
840.72;0.25048018;
840.96;0.24993098;
841.2;0.24884616;
841.44;0.24823809;
841.68;0.2477701;
841.92;0.24638189;
842.16;0.2451713;
842.4;0.24438413;
842.64;0.24455922;
842.88;0.24623086;
843.12;0.24718029;
843.36;0.24708192;
843.6;0.24809991;
843.84;0.24941679;
844.08;0.2501779;
844.32;0.25005085;
844.56;0.24986495;
844.8;0.2492778;
845.04;0.24749045;
845.28;0.24731498;
845.52;0.2466729;
845.76;0.24650915;
846;0.24703404;
846.24;0.24787502;
846.48;0.24838112;
846.72;0.2472553;
846.96;0.2474496;
847.2;0.24844121;
847.44;0.24695718;
847.68;0.24218313;
847.92;0.23563788;
848.16;0.22896974;
848.4;0.2254023;
848.64;0.22751497;
848.88;0.23246808;
849.12;0.23653066;
849.36;0.23956797;
849.6;0.24123458;
849.84;0.24141132;
850.08;0.24186258;
850.32;0.24225616;
850.56;0.24193022;
850.8;0.24256184;
851.04;0.24320999;
851.28;0.24198746;
851.52;0.24001154;
851.76;0.23671677;
852;0.22943917;
852.24;0.21781212;
852.48;0.20372728;
852.72;0.19576745;
852.96;0.19982897;
853.2;0.20904402;
853.44;0.21935035;
853.68;0.2275482;
853.92;0.23253929;
854.16;0.23596604;
854.4;0.24011012;
854.64;0.2410247;
854.88;0.24214196;
855.12;0.24350706;
855.36;0.2447669;
855.6;0.24426671;
855.84;0.24357744;
856.08;0.24422175;
856.32;0.24405535;
856.56;0.24314012;
856.8;0.24251105;
857.04;0.24206656;
857.28;0.2416694;
857.52;0.24085968;
857.76;0.23984267;
858;0.24042942;
858.24;0.24032584;
858.48;0.24001823;
858.72;0.24111326;
858.96;0.24176664;
859.2;0.24128275;
859.44;0.23969907;
859.68;0.23919844;
859.92;0.23957104;
860.16;0.23924641;
860.4;0.2394356;
860.64;0.24110915;
860.88;0.24172025;
861.12;0.24117495;
861.36;0.24097474;
861.6;0.2417807;
861.84;0.24242539;
862.08;0.24208735;
862.32;0.24122853;
862.56;0.24086556;
862.8;0.23986786;
863.04;0.23760146;
863.28;0.23543582;
863.52;0.23397874;
863.76;0.23236333;
864;0.2269868;
864.24;0.21651211;
864.48;0.20596831;
864.72;0.20132589;
864.96;0.20430389;
865.2;0.21125032;
865.44;0.21868814;
865.68;0.22379766;
865.92;0.22680615;
866.16;0.22965581;
866.4;0.2322643;
866.64;0.23286006;
866.88;0.23241216;
867.12;0.23226371;
867.36;0.23227286;
867.6;0.23265444;
867.84;0.23388729;
868.08;0.23513137;
868.32;0.23553455;
868.56;0.23574891;
868.8;0.23617207;
869.04;0.23601228;
869.28;0.23522606;
869.52;0.23454545;
869.76;0.23370263;
870;0.2342579;
870.24;0.23579474;
870.48;0.2363203;
870.72;0.23529646;
870.96;0.23503667;
871.2;0.23503215;
871.44;0.23520931;
871.68;0.23333255;
871.92;0.23093439;
872.16;0.23007018;
872.4;0.23158273;
872.64;0.23077503;
872.88;0.23102024;
873.12;0.23131259;
873.36;0.23034455;
873.6;0.22991502;
873.84;0.23056669;
874.08;0.23009306;
874.32;0.23228165;
874.56;0.23256335;
874.8;0.23204423;
875.04;0.23191663;
875.28;0.23228484;
875.52;0.23101413;
875.76;0.23083435;
876;0.23181013;
876.24;0.23333742;
876.48;0.23340987;
876.72;0.23327321;
876.96;0.2337074;
877.2;0.23294353;
877.44;0.23051532;
877.68;0.2290231;
877.92;0.22988791;
878.16;0.23094134;
878.4;0.23045284;
878.64;0.22811859;
878.88;0.22426456;
879.12;0.22212943;
879.36;0.22366945;
879.6;0.22613405;
879.84;0.22885348;
880.08;0.23012292;
880.32;0.23168856;
880.56;0.23139887;
880.8;0.23003085;
881.04;0.22949737;
881.28;0.23099981;
881.52;0.23277896;
881.76;0.23212955;
882;0.23273068;
882.24;0.23092795;
882.48;0.22988034;
882.72;0.22918694;
882.96;0.22972449;
883.2;0.22927402;
883.44;0.23144834;
883.68;0.23035473;
883.92;0.22909027;
884.16;0.2281786;
884.4;0.22666705;
884.64;0.22394457;
884.88;0.22290064;
885.12;0.2227723;
885.36;0.22414875;
885.6;0.22484254;
885.84;0.22582783;
886.08;0.22752475;
886.32;0.22857565;
886.56;0.22813515;
886.8;0.22721919;
887.04;0.22638573;
887.28;0.22668548;
887.52;0.2274133;
887.76;0.22794048;
888;0.22790789;
888.24;0.22748505;
888.48;0.22750289;
888.72;0.22779364;
888.96;0.22744007;
889.2;0.22706474;
889.44;0.22606798;
889.68;0.22398138;
889.92;0.22442957;
890.16;0.22524558;
890.4;0.22463727;
890.64;0.2232642;
890.88;0.2217808;
891.12;0.21839448;
891.36;0.21645001;
891.6;0.217539;
891.84;0.21976743;
892.08;0.22248331;
892.32;0.22048189;
892.56;0.21736829;
892.8;0.21472591;
893.04;0.21443445;
893.28;0.21330014;
893.52;0.20971452;
893.76;0.20872663;
894;0.20626326;
894.24;0.20633914;
894.48;0.20184401;
894.72;0.1975749;
894.96;0.19606127;
895.2;0.19625519;
895.44;0.19552129;
895.68;0.19436336;
895.92;0.19668136;
896.16;0.19711116;
896.4;0.19771496;
896.64;0.19505899;
896.88;0.18840479;
897.12;0.18003939;
897.36;0.17485078;
897.6;0.17736267;
897.84;0.18396357;
898.08;0.18811946;
898.32;0.1865501;
898.56;0.18459557;
898.8;0.18313471;
899.04;0.18095807;
899.28;0.18002486;
899.52;0.18129778;
899.76;0.1822974;
900;0.18219652;
900.24;0.18279688;
900.48;0.18359645;
900.72;0.18388934;
900.96;0.18594803;
901.2;0.19137199;
901.44;0.19775976;
901.68;0.20307152;
901.92;0.20719111;
902.16;0.20942377;
902.4;0.20994911;
902.64;0.21013865;
902.88;0.20958434;
903.12;0.21001836;
903.36;0.209394;
903.6;0.20831623;
903.84;0.20789958;
904.08;0.2053716;
904.32;0.20024951;
904.56;0.19605962;
904.8;0.19445359;
905.04;0.19414092;
905.28;0.19029041;
905.52;0.18658675;
905.76;0.18657497;
906;0.18470737;
906.24;0.18172821;
906.48;0.18070738;
906.72;0.17930017;
906.96;0.17952096;
907.2;0.17969468;
907.44;0.18042297;
907.68;0.18195865;
907.92;0.18208385;
908.16;0.18023604;
908.4;0.1810489;
908.64;0.18129074;
908.88;0.18255114;
909.12;0.18359376;
909.36;0.18665104;
909.6;0.18945609;
909.84;0.18867272;
910.08;0.18630867;
910.32;0.18656957;
910.56;0.18809459;
910.8;0.18969877;
911.04;0.18696502;
911.28;0.18059898;
911.52;0.17511291;
911.76;0.17139238;
912;0.17220798;
912.24;0.17686787;
912.48;0.18232709;
912.72;0.18628975;
912.96;0.18695516;
913.2;0.18407183;
913.44;0.17694991;
913.68;0.17014106;
913.92;0.16915044;
914.16;0.17333854;
914.4;0.17879518;
914.64;0.18259023;
914.88;0.18486044;
915.12;0.18391217;
915.36;0.18153996;
915.6;0.17709015;
915.84;0.17379524;
916.08;0.17416523;
916.32;0.1781198;
916.56;0.18093897;
916.8;0.18394455;
917.04;0.18569501;
917.28;0.18673988;
917.52;0.1885617;
917.76;0.18853073;
918;0.19074067;
918.24;0.19303343;
918.48;0.19485327;
918.72;0.19427945;
918.96;0.19502011;
919.2;0.19113053;
919.44;0.18848672;
919.68;0.18612262;
919.92;0.18416035;
920.16;0.18392663;
920.4;0.18490078;
920.64;0.18780674;
920.88;0.1895777;
921.12;0.1863701;
921.36;0.18429124;
921.6;0.18554516;
921.84;0.18690494;
922.08;0.18776338;
922.32;0.18881248;
922.56;0.18907502;
922.8;0.18862276;
923.04;0.18924916;
923.28;0.19005333;
923.52;0.19133256;
923.76;0.19088128;
924;0.1892361;
924.24;0.18968092;
924.48;0.19118166;
924.72;0.19269355;
924.96;0.19305176;
925.2;0.19314786;
925.44;0.19299577;
925.68;0.18949353;
925.92;0.1840207;
926.16;0.17868266;
926.4;0.17340447;
926.64;0.16956354;
926.88;0.16730263;
927.12;0.16639338;
927.36;0.1656477;
927.6;0.16243369;
927.84;0.15799143;
928.08;0.15391001;
928.32;0.15065171;
928.56;0.1490912;
928.8;0.14651615;
929.04;0.14193625;
929.28;0.13880956;
929.52;0.1351332;
929.76;0.12797075;
930;0.12019578;
930.24;0.11533812;
930.48;0.11446662;
930.72;0.11362341;
930.96;0.11283913;
931.2;0.11524812;
931.44;0.11374542;
931.68;0.10565113;
931.92;0.098410224;
932.16;0.096654004;
932.4;0.092226462;
932.64;0.09066096;
932.88;0.094988356;
933.12;0.10591353;
933.36;0.11373636;
933.6;0.10880372;
933.84;0.10151863;
934.08;0.10181976;
934.32;0.11006354;
934.56;0.1142078;
934.8;0.11309186;
935.04;0.10828187;
935.28;0.10453182;
935.52;0.10353425;
935.76;0.10644441;
936;0.10899585;
936.24;0.10778828;
936.48;0.11274718;
936.72;0.12178796;
936.96;0.13203005;
937.2;0.14452041;
937.44;0.15620188;
937.68;0.16375995;
937.92;0.16608891;
938.16;0.16325894;
938.4;0.15789547;
938.64;0.1556003;
938.88;0.1557075;
939.12;0.15211288;
939.36;0.15029624;
939.6;0.15046004;
939.84;0.1519139;
940.08;0.15307073;
940.32;0.15341334;
940.56;0.14860195;
940.8;0.13876186;
941.04;0.13128729;
941.28;0.12997631;
941.52;0.13466109;
941.76;0.13751813;
942;0.13272514;
942.24;0.12329174;
942.48;0.11742071;
942.72;0.12224348;
942.96;0.13456467;
943.2;0.14278843;
943.44;0.14362446;
943.68;0.13957065;
943.92;0.13271438;
944.16;0.12904398;
944.4;0.12984987;
944.64;0.13364595;
944.88;0.13709306;
945.12;0.14007125;
945.36;0.1444434;
945.6;0.14586178;
945.84;0.14475971;
946.08;0.14140951;
946.32;0.13871036;
946.56;0.13975946;
946.8;0.14723568;
947.04;0.15708116;
947.28;0.15834567;
947.52;0.14791966;
947.76;0.13451418;
948;0.12802003;
948.24;0.12548136;
948.48;0.13307455;
948.72;0.14756316;
948.96;0.16300202;
949.2;0.172464;
949.44;0.17119136;
949.68;0.16066006;
949.92;0.14802307;
950.16;0.13952479;
950.4;0.13392322;
950.64;0.13715391;
950.88;0.13870394;
951.12;0.14656734;
951.36;0.15447075;
951.6;0.16153192;
951.84;0.16434848;
952.08;0.15920205;
952.32;0.15514948;
952.56;0.15285235;
952.8;0.15073353;
953.04;0.15067308;
953.28;0.15281255;
953.52;0.15172447;
953.76;0.14555463;
954;0.14684903;
954.24;0.14947936;
954.48;0.15305812;
954.72;0.14774093;
954.96;0.14679064;
955.2;0.15327522;
955.44;0.16560613;
955.68;0.17252946;
955.92;0.17277325;
956.16;0.16807374;
956.4;0.16414217;
956.64;0.16306854;
956.88;0.1599247;
957.12;0.15296238;
957.36;0.14670639;
957.6;0.14783955;
957.84;0.15533837;
958.08;0.15860096;
958.32;0.16257785;
958.56;0.16829054;
958.8;0.16880006;
959.04;0.16929174;
959.28;0.17715988;
959.52;0.17998005;
959.76;0.17988757;
960;0.17405855;
960.24;0.16756847;
960.48;0.16615855;
960.72;0.16738092;
960.96;0.17031404;
961.2;0.17420907;
961.44;0.17642443;
961.68;0.17517031;
961.92;0.17252622;
962.16;0.17078129;
962.4;0.16805681;
962.64;0.16774056;
962.88;0.17206002;
963.12;0.17693556;
963.36;0.18176838;
963.6;0.1857621;
963.84;0.18583942;
964.08;0.1825252;
964.32;0.1783453;
964.56;0.17442804;
964.8;0.17461305;
965.04;0.18029278;
965.28;0.18609539;
965.52;0.19272899;
965.76;0.19775713;
966;0.19695707;
966.24;0.19621952;
966.48;0.19526991;
966.72;0.19669129;
966.96;0.19667826;
967.2;0.19930149;
967.44;0.19794624;
967.68;0.20057562;
967.92;0.20168236;
968.16;0.19873771;
968.4;0.19698136;
968.64;0.19527234;
968.88;0.19645498;
969.12;0.19832733;
969.36;0.19808416;
969.6;0.19701038;
969.84;0.19629168;
970.08;0.19951955;
970.32;0.19821176;
970.56;0.19587641;
970.8;0.19582167;
971.04;0.19403567;
971.28;0.18759531;
971.52;0.18294782;
971.76;0.1802638;
972;0.17963268;
972.24;0.18511617;
972.48;0.18572745;
972.72;0.18266356;
972.96;0.18655552;
973.2;0.18639727;
973.44;0.18731664;
973.68;0.18199641;
973.92;0.17527392;
974.16;0.1762111;
974.4;0.18595335;
974.64;0.18554835;
974.88;0.18870883;
975.12;0.19098781;
975.36;0.19110018;
975.6;0.19355322;
975.84;0.19240705;
976.08;0.18768371;
976.32;0.18219231;
976.56;0.18321718;
976.8;0.18345838;
977.04;0.18276193;
977.28;0.18084234;
977.52;0.17914724;
977.76;0.17878687;
978;0.17815722;
978.24;0.18726253;
978.48;0.18545552;
978.72;0.18414522;
978.96;0.1866491;
979.2;0.19025197;
979.44;0.18867885;
979.68;0.1858988;
979.92;0.18781969;
980.16;0.18571445;
980.4;0.18853388;
980.64;0.18779952;
980.88;0.18703746;
981.12;0.18897233;
981.36;0.19038727;
981.6;0.19019686;
981.84;0.18927133;
982.08;0.19126729;
982.32;0.18922389;
982.56;0.18579081;
982.8;0.18621484;
983.04;0.18596842;
983.28;0.18475135;
983.52;0.18667526;
983.76;0.18443112;
984;0.18511425;
984.24;0.18753871;
984.48;0.1859565;
984.72;0.18309921;
984.96;0.18379006;
985.2;0.18338534;
985.44;0.18174437;
985.68;0.18309786;
985.92;0.1861932;
986.16;0.18280549;
986.4;0.18034614;
986.64;0.18183298;
986.88;0.18153054;
987.12;0.18077145;
987.36;0.18181196;
987.6;0.18273495;
987.84;0.18143813;
988.08;0.18103562;
988.32;0.1820631;
988.56;0.18244721;
988.8;0.18187138;
989.04;0.18443916;
989.28;0.18813596;
989.52;0.18687858;
989.76;0.18696971;
990;0.18739055;
990.24;0.18509458;
990.48;0.17896801;
990.72;0.18256481;
990.96;0.1846182;
991.2;0.18342001;
991.44;0.18354969;
991.68;0.18152728;
991.92;0.18471081;
992.16;0.18621243;
992.4;0.18577394;
992.64;0.18844415;
992.88;0.18631874;
993.12;0.1866181;
993.36;0.18910297;
993.6;0.19019446;
993.84;0.19478328;
994.08;0.19436158;
994.32;0.19120647;
994.56;0.1913021;
994.8;0.19262799;
995.04;0.1926869;
995.28;0.19084963;
995.52;0.19266179;
995.76;0.19373079;
996;0.19349767;
996.24;0.19217889;
996.48;0.18761046;
996.72;0.18696563;
996.96;0.18688074;
997.2;0.18516109;
997.44;0.18714234;
997.68;0.19177079;
997.92;0.19100926;
998.16;0.1924847;
998.4;0.19689499;
998.64;0.19484021;
998.88;0.19504491;
999.12;0.19825206;
999.36;0.19347791;
999.6;0.19213642;
999.84;0.1903213;
1000.08;0.1900539;
1000.32;0.18849748;
1000.56;0.18888381;
1000.8;0.19020636;
1001.04;0.19196712;
1001.28;0.19401651;
1001.52;0.19650853;
1001.76;0.19544914;
1002;0.19678176;
1002.24;0.19131469;
1002.48;0.18589762;
1002.72;0.18433651;
1002.96;0.18657537;
1003.2;0.18937199;
1003.44;0.18652632;
1003.68;0.18275601;
1003.92;0.18627648;
1004.16;0.19156458;
1004.4;0.19051872;
1004.64;0.18951167;
1004.88;0.18513514;
1005.12;0.18470672;
1005.36;0.18637459;
1005.6;0.18452945;
1005.84;0.19270889;
1006.08;0.19135156;
1006.32;0.18640229;
1006.56;0.18566518;
1006.8;0.18610867;
1007.04;0.19204862;
1007.28;0.18902133;
1007.52;0.1846203;
1007.76;0.19105507;
1008;0.19998172;
1008.24;0.19835168;
1008.48;0.19068702;
1008.72;0.18502213;
1008.96;0.18630352;
1009.2;0.19702602;
1009.44;0.1984334;
1009.68;0.18951892;
1009.92;0.19047862;
1010.16;0.19157028;
1010.4;0.18309098;
1010.64;0.189172;
1010.88;0.19250614;
1011.12;0.19150835;
1011.36;0.19646073;
1011.6;0.19330804;
1011.84;0.18448123;
1012.08;0.18744571;
1012.32;0.19315944;
1012.56;0.19416771;
1012.8;0.18662692;
1013.04;0.18496014;
1013.28;0.18902467;
1013.52;0.18989478;
1013.76;0.18911978;
1014;0.18841059;
1014.24;0.18900552;
1014.48;0.18834731;
1014.72;0.19433809;
1014.96;0.19602261;
1015.2;0.19647963;
1015.44;0.19151328;
1015.68;0.18876509;
1015.92;0.1951741;
1016.16;0.19160952;
1016.4;0.19586645;
1016.64;0.1981492;
1016.88;0.19834195;
1017.12;0.19389861;
1017.36;0.18656423;
1017.6;0.18598172;
1017.84;0.19127664;
1018.08;0.18922148;
1018.32;0.18924287;
1018.56;0.18289754;
1018.8;0.18836689;
1019.04;0.19299229;
1019.28;0.19761779;
1019.52;0.18946128;
1019.76;0.18469822;
1020;0.19231639;
1020.24;0.18699842;
1020.48;0.18603258;
1020.72;0.19908129;
1020.96;0.19303014;
1021.2;0.18750814;
1021.44;0.18638723;
1021.68;0.1844417;
1021.92;0.18797984;
1022.16;0.18911423;
1022.4;0.18290563;
1022.64;0.18903159;
1022.88;0.19248581;
1023.12;0.18922917;
1023.36;0.18739092;
1023.6;0.1852781;
1023.84;0.1868749;
1024.08;0.19423612;
1024.32;0.19049974;
1024.56;0.19626719;
1024.8;0.19863076;
1025.04;0.19423768;
1025.28;0.18788877;
1025.52;0.18711737;
1025.76;0.18278561;
1026;0.18585096;
1026.24;0.19412261;
1026.48;0.18976726;
1026.72;0.19048207;
1026.96;0.17577196;
1027.2;0.18398161;
1027.44;0.1962907;
1027.68;0.18956766;
1027.92;0.18028182;
1028.16;0.18015295;
1028.4;0.19306294;
1028.64;0.18803947;
1028.88;0.1900775;
1029.12;0.18629242;
1029.36;0.18952532;
1029.6;0.19281523;
1029.84;0.19186975;
1030.08;0.18874099;
1030.32;0.18493188;
1030.56;0.18073899;
1030.8;0.17626089;
1031.04;0.18061848;
1031.28;0.18205674;
1031.52;0.18788511;
1031.76;0.17150606;
1032;0.18050409;
1032.24;0.18472788;
1032.48;0.18976467;
1032.72;0.19272321;
1032.96;0.192018;
1033.2;0.19319488;
1033.44;0.19226174;
1033.68;0.17915543;
1033.92;0.18815769;
1034.16;0.19823835;
1034.4;0.19517093;
1034.64;0.19203315;
1034.88;0.18680853;
1035.12;0.18788019;
1035.36;0.18659374;
1035.6;0.17223041;
1035.84;0.19327999;
1036.08;0.1964048;
1036.32;0.19376809;
1036.56;0.20686429;
1036.8;0.20846372;
1037.04;0.19978279;
1037.28;0.19262263;
1037.52;0.19568243;
1037.76;0.20908622;
1038;0.19402989;
1038.24;0.18686003;
1038.48;0.18357897;
1038.72;0.18380912;
1038.96;0.1875683;
1039.2;0.19252242;
1039.44;0.1950316;
1039.68;0.20172004;
1039.92;0.18959998;
1040.16;0.19026632;
1040.4;0.18544178;
1040.64;0.19848591;
1040.88;0.19646157;
1041.12;0.19414453;
1041.36;0.19523132;
1041.6;0.19069202;
1041.84;0.18304828;
1042.08;0.18461601;
1042.32;0.18627972;
1042.56;0.17686518;
1042.8;0.19840342;
1043.04;0.20155754;
1043.28;0.19788789;
1043.52;0.17745108;
1043.76;0.19870007;
1044;0.20340389;
1044.24;0.19231764;
1044.48;0.20832351;
1044.72;0.2072385;
1044.96;0.19650765;
1045.2;0.19077109;
1045.44;0.19338053;
1045.68;0.20302052;
1045.92;0.18868697;
1046.16;0.19204058;
1046.4;0.19556306;
1046.64;0.188462;
1046.88;0.19088722;
1047.12;0.20408165;
1047.36;0.19686853;
1047.6;0.1880015;
1047.84;0.18621091;
1048.08;0.17913816;
1048.32;0.18716019;
1048.56;0.18892769;
1048.8;0.19595096;
1049.04;0.20018963;
1049.28;0.19465463;
1049.52;0.21403832;
1049.76;0.21847539;
1050;0.18980083;
1050.24;0.18182979;
1050.48;0.20607186;
1050.72;0.20578496;
1050.96;0.1861628;
1051.2;0.20632048;
1051.44;0.21443393;
1051.68;0.20141468;
1051.92;0.21840435;
1052.16;0.21152384;
1052.4;0.18552429;
1052.64;0.1882241;
1052.88;0.19359669;
1053.12;0.19572425;
1053.36;0.21345053;
1053.6;0.19457188;
1053.84;0.18097411;
1054.08;0.18439846;
1054.32;0.20928761;
1054.56;0.2248189;
1054.8;0.21272292;
1055.04;0.21664214;
1055.28;0.21369166;
1055.52;0.21175868;
1055.76;0.21584462;
1056;0.21802536;
1056.24;0.22849895;
1056.48;0.23724743;
1056.72;0.20483198;
1056.96;0.18465693;
1057.2;0.18240141;
1057.44;0.18900774;
1057.68;0.19678272;
1057.92;0.19093952;
1058.16;0.19960929;
1058.4;0.21074657;
1058.64;0.21095663;
1058.88;0.21004153;
1059.12;0.2049269;
1059.36;0.19375905;
1059.6;0.21149981;
1059.84;0.22263748;
1060.08;0.20585923;
1060.32;0.21431121;
1060.56;0.20668874;
1060.8;0.18081975;
1061.04;0.17440351;
1061.28;0.16877221;
1061.52;0.17118858;
1061.76;0.20002021;
1062;0.21088529;
1062.24;0.19128272;
1062.48;0.19723621;
1062.72;0.20006309;
1062.96;0.21322525;
1063.2;0.20335139;
1063.44;0.2039689;
1063.68;0.21277945;
1063.92;0.19608399;
1064.16;0.17775285;
1064.4;0.18350341;
1064.64;0.20895523;
1064.88;0.21075846;
1065.12;0.20027382;
1065.36;0.19967268;
1065.6;0.20668271;
1065.84;0.21188461;
1066.08;0.1870217;
1066.32;0.19508514;
1066.56;0.21775476;
1066.8;0.2153058;
1067.04;0.18498371;
1067.28;0.17068439;
1067.52;0.17499068;
1067.76;0.24347149;
1068;0.2060796;
1068.24;0.1965103;
1068.48;0.22455025;
1068.72;0.1896554;
1068.96;0.19251026;
1069.2;0.18832613;
1069.44;0.19433262;
1069.68;0.17454602;
1069.92;0.18822932;
1070.16;0.21705034;
1070.4;0.20181973;
1070.64;0.22851538;
1070.88;0.2083097;
1071.12;0.19732263;
1071.36;0.2141412;
1071.6;0.22206222;
1071.84;0.22376264;
1072.08;0.23494077;
1072.32;0.21642697;
1072.56;0.21996433;
1072.8;0.19356072;
1073.04;0.21537019;
1073.28;0.20892806;
1073.52;0.19899651;
1073.76;0.2033909;
1074;0.20043137;
1074.24;0.19333231;
1074.48;0.20766576;
1074.72;0.1931059;
1074.96;0.18790229;
1075.2;0.17952378;
1075.44;0.18868973;
1075.68;0.20665659;
1075.92;0.20685667;
1076.16;0.22980985;
1076.4;0.20639863;
1076.64;0.2080028;
1076.88;0.23103176;
1077.12;0.23403396;
1077.36;0.21184251;
1077.6;0.2100413;
1077.84;0.19849398;
1078.08;0.26235504;
1078.32;0.24174197;
1078.56;0.26706272;
1078.8;0.24074121;
1079.04;0.19650258;
1079.28;0.20812285;
1079.52;0.26651033;
1079.76;0.20574409;
1080;0.19753238;
1080.24;0.22167318;
1080.48;0.2372109;
1080.72;0.22967698;
1080.96;0.16601125;
1081.2;0.18351765;
1081.44;0.21037189;
1081.68;0.23169084;
1081.92;0.26587691;
1082.16;0.18521109;
1082.4;0.22555724;
1082.64;0.3256275;
1082.88;0.23160693;
1083.12;0.14464015;
1083.36;0.16019375;
1083.6;0.23611671;
1083.84;0.19748957;
1084.08;0.25669173;
1084.32;0.24794769;
1084.56;0.25989521;
1084.8;0.25040129;
1085.04;0.24696481;
1085.28;0.23458381;
1085.52;0.20801033;
1085.76;0.20690198;
1086;0.17884972;
1086.24;0.1861747;
1086.48;0.18621376;
1086.72;0.19093414;
1086.96;0.17200038;
1087.2;0.18171895;
1087.44;0.25755666;
1087.68;0.21294386;
1087.92;0.15222572;
1088.16;0.16539592;
1088.4;0.18027841;
1088.64;0.15494216;
1088.88;0.14834139;
1089.12;0.16003708;
1089.36;0.19568532;
1089.6;0.19042764;
1089.84;0.18939026;
1090.08;0.22284672;
1090.32;0.20668897;
1090.56;0.11874026;
1090.8;0.13595217;
1091.04;0.18854936;
1091.28;0.20846613;
1091.52;0.20854508;
1091.76;0.21524492;
1092;0.23687345;
1092.24;0.229987;
1092.48;0.19863474;
1092.72;0.20035064;
1092.96;0.17959214;
1093.2;0.18524121;
1093.44;0.22682475;
1093.68;0.27032142;
1093.92;0.30254429;
